Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1998:Q3,Black,1543564,573520,443055,130465,970044,103124,6151,18162,12110,6052,5338,3916,1422,113443,69546,32329,112155,411618,76156,22022,333974,332115,237805,92034,1143,1134,1858,1209591,11887716
1998:Q3,Hispanic,1113559,451585,350538,101047,661974,116150,18520,5519,4820,699,0,0,0,77505,27795,34067,51168,224051,92811,14388,242015,241268,154465,77084,3294,6425,747,871544,7361459
1998:Q3,Other,1416081,557086,450551,106535,858995,102140,13911,18962,13589,5373,11608,6081,5527,166272,19393,20599,118283,149850,224113,13865,293846,293321,207334,59721,1265,25001,525,1122235,4488517
1998:Q4,White,38886792,11411742,8928849,2482894,27475050,2757336,894226,1757423,1280059,477364,618380,538303,80077,7956873,615234,655793,2235045,5688475,3999428,296836,4963938,4949235,3431843,1198585,32632,286175,14704,33922854,78942165
1998:Q4,Black,1605739,589550,447879,141672,1016189,104174,6452,18970,11895,7075,3353,2047,1306,116515,70633,37033,139933,425058,72638,21430,350338,348628,245543,99981,1496,1607,1711,1255401,11913398
1998:Q4,Hispanic,1141663,462998,361051,101947,678665,115468,17486,5721,4823,897,2,0,2,83241,28393,35447,59784,228157,90531,14436,253115,252401,162778,80113,3560,5950,713,888548,7484960
1998:Q4,Other,1487256,562281,455030,107251,924975,104946,15429,22192,13080,9112,10979,5440,5539,204535,20467,22579,125341,159542,224972,13991,296293,295805,208425,62593,1638,23149,488,1190962,4503098
1999:Q1,White,39269355,11614712,9105499,2509212,27654643,2743134,950848,1748628,1223983,524645,617125,535155,81970,7978359,626841,663186,2300790,5763754,3964455,297524,5030304,5014502,3496350,1194796,30717,292640,15802,34239051,79078319
1999:Q1,Black,1621887,600846,457543,143303,1021040,104043,6781,17870,11599,6271,1616,416,1200,111577,70736,38965,144479,437026,67097,20850,360359,358540,253024,101891,1435,2190,1818,1261528,11966454
1999:Q1,Hispanic,1148657,472589,368913,103677,676068,111303,16501,5920,4790,1130,3,0,3,82593,28478,35760,63683,231095,86304,14427,261582,260843,170079,82132,3104,5528,739,887075,7587758
1999:Q1,Other,1491441,562460,457382,105078,928981,105386,16877,16470,12223,4247,10356,4833,5522,205677,20873,23414,124851,167485,223522,14071,295160,294625,208185,63579,1613,21248,534,1196281,4505558
1999:Q2,White,40411602,11899377,9356496,2542881,28512225,2716553,930853,1683534,1193048,490486,617661,534177,83484,8622000,644790,683307,2414451,5847563,4052598,298915,5150692,5134790,3573490,1212512,32337,316451,15902,35260910,79217606
1999:Q2,Black,1667804,620037,467771,152267,1047767,103977,7435,18037,11416,6621,1091,0,1091,111469,71450,42396,154458,450913,66148,20394,378618,376813,263135,108527,1616,3535,1805,1289186,12044190
1999:Q2,Hispanic,1159342,479232,374187,105045,680110,106453,15496,6028,4744,1284,5,0,5,85161,28671,36464,68521,233712,85188,14411,272957,272226,178716,84831,2991,5688,731,886384,7673707
1999:Q2,Other,1531304,569683,465031,104653,961620,105391,17642,16965,11790,5175,9810,4280,5530,224837,21482,24725,126086,175554,224981,14146,295795,295257,208350,65711,1811,19386,538,1235509,4498682
1999:Q3,White,40466520,12200142,9615261,2584881,28266377,2744911,963155,1635809,1160884,474925,638200,552871,85330,8189535,648341,666875,2344699,5908210,4221883,304760,5275211,5259241,3670414,1238835,27686,322307,15970,35191309,79358043
1999:Q3,Black,1682923,636931,481211,155720,1045993,104759,7884,17922,11236,6686,992,0,992,104275,71213,41859,145154,463137,68252,20544,398781,396991,274012,117506,1364,4109,1790,1284142,12143913
1999:Q3,Hispanic,1166701,492137,384672,107465,674564,102698,14539,6107,4683,1425,6,0,6,81907,28398,35739,69063,235350,86202,14556,283157,282436,187551,87343,2333,5210,721,883543,7746660
1999:Q3,Other,1528076,574662,472026,102636,953414,106204,18763,16159,11335,4824,9494,3987,5506,211596,21490,24474,120451,181946,228470,14367,297064,296526,209282,68211,1579,17454,539,1231011,4485254
1999:Q4,White,42883102,12450569,9834535,2616034,30432533,2825513,1057424,1467699,1209860,257838,680984,594024,86959,9763976,695104,726904,2561813,6020756,4274365,357996,5421806,5405156,3747635,1266696,26686,364138,16650,37461296,79497647
1999:Q4,Black,1772194,658341,493575,164767,1113852,106337,8132,18741,11507,7234,2841,1950,891,111330,74352,50015,166727,482112,66351,26914,415170,413313,277774,127915,1360,6264,1856,1357024,12262930
1999:Q4,Hispanic,1195285,504246,395843,108403,691039,100022,13691,5835,4701,1134,8,0,8,89494,29335,37831,76097,237999,84015,16711,287781,287051,190627,88415,2019,5990,730,907504,7810469
1999:Q4,Other,1605371,573942,472052,101890,1031430,107832,20366,24255,12119,12136,9481,3982,5499,257303,23163,27370,125607,191154,228569,16330,296691,296126,208227,70596,1582,15722,565,1308681,4468058
2000:Q1,White,43996299,12853534,10189842,2663692,31142765,2872533,1121050,1343691,1142985,200706,688103,601036,87067,10279809,711586,749730,2657104,6104895,4251417,362845,5518493,5502432,3810528,1262734,28131,401039,16061,38477806,79634434
2000:Q1,Black,1819400,679420,506819,172601,1139980,107664,8519,17628,11170,6458,2089,1330,759,111320,75319,54153,175612,498763,61870,27044,421998,420236,278572,131905,1527,8232,1762,1397402,12398546
2000:Q1,Hispanic,1204558,513811,403095,110716,690747,96347,12848,5621,4595,1026,9,0,9,91402,29378,38506,80300,239785,79752,16799,288262,287565,191054,88029,1884,6597,697,916297,7868987
2000:Q1,Other,1645326,591752,490842,100910,1053574,108847,21690,22233,11126,11108,9196,3585,5610,271411,23638,28703,126292,198577,226503,16485,293461,292923,206058,71097,1752,14016,538,1351865,4449880
2000:Q2,White,44092417,13304642,10594885,2709757,30787775,2877407,1093413,1315093,1088461,226632,671536,584405,87130,9795203,715567,746751,2620282,6170151,4412884,369490,5626237,5609987,3904876,1294072,25250,385790,16250,38466180,79766422
2000:Q2,Black,1857632,709926,528063,181862,1147706,108613,9224,17358,10877,6481,627,0,627,104822,75404,55411,170674,514061,64073,27438,443591,441822,288654,143833,1388,7947,1769,1414041,12548068
2000:Q2,Hispanic,1208342,523980,411186,112793,684362,91538,11907,5650,4483,1166,9,0,9,88030,29046,38215,81361,241052,80594,16962,295642,294954,198118,90006,1479,5351,689,912700,7926068
2000:Q2,Other,1648414,605740,505444,100295,1042674,109184,22201,20091,10370,9721,8671,2948,5723,256251,23637,28970,122182,204934,229845,16711,294484,293940,206448,73860,1610,12022,544,1353930,4433504
2000:Q3,White,44747943,13705111,10954782,2750330,31042832,2883937,1140770,1285798,1050248,235550,685882,598741,87141,9700785,726861,761295,2643006,6245389,4592564,376546,5769435,5753281,3999839,1337943,20243,395256,16154,38978508,79891628
2000:Q3,Black,1905825,734398,549775,184623,1171427,109684,9700,17025,10674,6351,495,0,495,101113,76116,58812,172305,531239,67024,27914,469776,468037,298621,159552,1102,8762,1739,1436049,12708803
2000:Q3,Hispanic,1217573,534138,418971,115167,683435,86722,11104,5636,4387,1249,10,0,10,86780,28933,38590,83827,242655,82027,17149,303764,303093,204959,92138,1019,4977,671,913809,7985565
2000:Q3,Other,1666203,615871,517816,98055,1050332,109669,23372,18391,9883,8508,8527,2684,5843,252852,23941,29988,120538,212039,234047,16968,296523,295984,207027,77441,1308,10209,538,1369681,4421713
2000:Q4,White,44331184,14098756,11309544,2789212,30232428,2975630,1226314,1406418,1131028,275390,740745,653580,87165,8537353,729738,742661,2524108,6298537,4672474,378450,5862580,5845728,4076179,1387510,24502,357537,16852,38468604,80008070
2000:Q4,Black,1931354,764959,567465,197494,1166394,111878,10085,17742,11263,6479,2512,2149,364,90013,76208,58332,158949,546496,66467,27710,497683,495868,309759,177168,1462,7478,1815,1433671,12878056
2000:Q4,Hispanic,1211209,540388,423832,116556,670821,83950,10393,5949,4504,1445,11,0,11,79472,28587,37751,82868,243888,80825,17126,311999,311320,212384,95026,1024,2886,680,899209,8051329
2000:Q4,Other,1653246,631749,533255,98494,1021497,111800,24926,17996,11054,6943,8844,2876,5968,219282,23964,29679,113882,218240,235818,17066,298821,298254,206905,81562,1678,8109,566,1354426,4417293
2001:Q1,White,44196003,14756729,11933210,2823519,29439274,3155998,1355889,1343210,978710,364500,722011,633155,88856,7611849,743671,729381,2306867,6371897,4714825,383677,5894578,5878384,4144280,1387145,14680,332278,16194,38301426,80113763
2001:Q1,Black,1957704,806281,599385,206896,1151423,115204,10365,16914,10277,6638,267,0,267,80431,77210,58506,135275,564693,64592,27965,511836,510125,319671,182895,827,6732,1711,1445868,13053135
2001:Q1,Hispanic,1215452,555997,437871,118126,659454,83299,9771,6008,4200,1808,12,0,12,73249,28604,37153,79400,245969,78719,17271,318062,317417,219005,96705,497,1211,645,897389,8127216
2001:Q1,Other,1661137,665476,567269,98207,995662,115686,26951,12800,9071,3729,8258,2266,5992,193458,24467,29658,103851,226121,237086,17326,297288,296747,206670,82979,999,6099,540,1363850,4423028
2001:Q2,White,45503125,15131141,12281283,2849857,30371984,3188992,1351902,1280042,910776,369266,727685,637311,90374,8220339,770864,744119,2402939,6460437,4826971,397692,6033266,6017273,4261961,1405169,9280,340862,15994,39469859,80206726
2001:Q2,Black,2037676,836318,624175,212142,1201358,116812,11058,16372,9809,6563,166,0,166,82200,79322,62133,145036,593531,65278,29451,544153,542487,342171,192263,518,7535,1666,1493523,13231346
2001:Q2,Hispanic,1225892,561633,441913,119720,664259,79123,8983,5926,4028,1898,14,0,14,76574,29073,37683,83890,246430,78723,17840,337859,337233,235267,100957,239,770,625,888034,8217076
2001:Q2,Other,1709569,675068,577993,97075,1034502,117461,27831,11139,8314,2825,7994,1946,6048,211783,25555,30896,106016,236673,241192,17962,301982,301447,210619,85860,643,4326,535,1407587,4441702
2001:Q3,White,44707199,15505333,12626663,2878671,29201866,3245917,1415171,1358523,975107,383415,814751,722835,91916,6859254,761325,734363,2170952,6526006,4900864,414742,6238014,6221345,4385344,1419923,15312,400766,16669,38469185,80284975
2001:Q3,Black,2059573,861075,646143,214932,1198498,118735,11572,16888,10378,6510,4300,4237,64,69472,78435,62787,120068,620254,64591,31397,569884,568142,353082,203368,952,10741,1741,1489690,13409996
2001:Q3,Hispanic,1211766,564974,442921,122054,646792,75559,8314,6215,4190,2025,90,75,15,67550,28476,37355,79987,246792,77857,18596,349533,348896,244076,102303,266,2251,636,862233,8324764
2001:Q3,Other,1690825,683275,587572,95704,1007549,120095,29454,10924,9256,1667,8609,2482,6127,174974,25330,31226,96133,246909,245113,18783,308446,307879,215050,88758,1136,2936,567,1382379,4476100
2001:Q4,White,46190809,15816573,12900952,2915621,30374235,3322494,1487665,1294906,909612,385294,776670,683020,93650,7757412,787039,748979,2294524,6627681,4856345,420519,6291608,6275071,4448080,1475889,3253,347848,16537,39899201,80347457
2001:Q4,Black,2159151,899952,680463,219489,1259199,121674,12387,16776,10144,6633,585,523,62,80109,80563,66907,136353,643694,68225,31927,598722,597013,373631,215324,164,7894,1709,1560429,13586407
2001:Q4,Hispanic,1254877,592380,463130,129250,662497,76515,8898,6825,4426,2399,14,0,14,74876,29871,37662,80895,249590,78012,19340,373261,372617,263225,109101,62,230,644,881616,8452762
2001:Q4,Other,1736188,705846,605906,99940,1030342,121596,29326,11036,8427,2609,7653,1971,5682,198682,26844,30880,100331,247497,237258,19240,321967,321392,226849,91512,207,2823,575,1414221,4528625
2002:Q1,White,46798636,16141099,13205138,2935961,30657536,3412550,1456701,1255246,889717,365530,766688,670811,95876,7797333,809100,740422,2396573,6697977,4898803,426143,6395570,6378773,4561977,1469089,911,346795,16797,40403066,80396828
2002:Q1,Black,2242483,930432,707856,222576,1312051,124830,13456,16959,10244,6715,69,0,69,84488,82393,68128,150616,663494,75187,32431,598969,597238,374800,214966,41,7432,1731,1643514,13757976
2002:Q1,Hispanic,1296265,621961,486322,135639,674304,78001,9346,7423,4754,2668,13,0,13,76770,31246,37120,81393,252025,80835,20134,379857,379191,270175,108839,19,158,666,916408,8598067
2002:Q1,Other,1765110,732623,628505,104118,1032487,123924,28342,12408,8222,4187,6970,1753,5217,198715,28361,29642,104207,247281,232856,19782,336257,335656,241858,90622,52,3123,602,1428853,4600158
2002:Q2,White,46328620,16444126,13480238,2963888,29884494,3413829,1405672,1367369,897706,469663,736036,638442,97594,7046903,818868,728077,2211831,6758497,4959446,437966,6527469,6510793,4698943,1493011,-9278,328115,16677,39801150,80436678
2002:Q2,Black,2289057,962964,735982,226982,1326093,126831,14510,17429,10581,6848,66,0,66,82615,83151,68836,133808,682064,82953,33830,612435,610738,383049,221941,-342,6091,1698,1676622,13922117
2002:Q2,Hispanic,1330172,657582,514719,142862,672591,77447,9754,8752,5178,3574,12,0,12,73480,32301,36444,74231,254522,84377,21271,394153,393476,283014,110667,-205,0,676,936020,8756307
2002:Q2,Other,1758967,760948,651691,109257,998019,125263,27262,10147,8396,1751,6104,1309,4795,176326,29544,28309,97237,247411,229759,20657,355524,354909,260034,92025,-464,3314,615,1403443,4691200
2002:Q3,White,45396704,16756789,13755047,3001742,28639915,3520232,1376902,1423882,883108,540774,733474,633629,99844,5728819,819450,718160,2004458,6818933,5048045,447561,6674376,6657127,4836328,1515925,-11016,315891,17249,38722328,80470594
2002:Q3,Black,2327242,994234,770407,223827,1333008,130193,15465,17462,10693,6770,73,0,73,75187,83050,69819,114559,700413,91887,34900,633169,631407,399772,226991,-368,5012,1762,1694073,14076240
2002:Q3,Hispanic,1367743,698639,546671,151968,669103,79598,10194,9882,5505,4377,11,0,11,65650,33104,35856,66330,257205,88921,22352,417839,417127,302618,114766,-257,0,712,949904,8923108
2002:Q3,Other,1742404,790131,676884,113247,952273,129083,26509,8332,8330,2,5475,1139,4336,137636,30503,27126,89426,248391,228239,21554,378110,377448,280443,93926,-505,3583,662,1364294,4802250
2002:Q4,White,46299508,17056244,14027910,3028334,29243264,3559316,1446603,1489727,812101,677627,723676,621625,102051,6077854,822457,749178,2092874,6905038,4911624,464918,6838159,6820943,4976078,1546983,-17455,315336,17217,39461349,80502162
2002:Q4,Black,2408914,1024253,804377,219876,1384661,132577,16287,16153,10201,5952,79,0,79,82422,83067,76255,126846,721624,92240,37110,655431,653693,415321,234400,-496,4468,1738,1753483,14217761
2002:Q4,Hispanic,1417807,736888,576437,160451,680919,80117,10862,11063,5519,5544,10,0,10,70080,34013,36908,66553,260716,86746,23852,441281,440554,322111,118872,-430,0,727,976526,9094098
2002:Q4,Other,1791126,824597,707075,117523,966529,132264,26941,7611,7611,0,4740,866,3874,147103,31709,27781,93915,251784,219803,22878,403503,402817,302803,96753,-718,3978,686,1387624,4933810
2003:Q1,White,46494037,17349199,14312011,3037188,29144838,3721068,1397116,1409769,793861,615908,738117,634564,103553,5740322,835565,761626,2096883,6953022,5017072,474277,6962698,6944392,5093980,1538921,-16905,328397,18306,39531338,80534970
2003:Q1,Black,2479839,1054208,832476,221732,1425631,136599,17182,16920,10201,6719,70,0,70,83360,83873,80227,129986,737421,101883,38111,664832,662956,427858,230963,-451,4585,1876,1815007,14344092
2003:Q1,Hispanic,1464474,771854,604911,166943,692620,83803,11247,11530,5760,5769,9,0,9,69271,35278,37182,64378,262985,91948,24990,461917,461133,339781,121786,-434,0,784,1002557,9264904
2003:Q1,Other,1832552,865594,741874,123720,966958,138447,26154,7559,7559,0,4324,869,3454,136607,33511,27671,95309,253556,219812,24007,427714,426949,325621,97454,-652,4526,766,1404838,5086378
2003:Q2,White,48425070,17674740,14614936,3059804,30750329,3789721,1364565,1348366,768555,579811,833566,727895,105670,6784445,861912,795113,2323235,7021482,5145812,482113,7252399,7233838,5280069,1560419,-14567,407917,18561,41172671,80572605
2003:Q2,Black,2595702,1085358,864183,221175,1510345,139187,17986,17209,10094,7115,1844,1771,73,97542,85753,87087,157426,755031,112439,38841,692834,690944,448066,235113,-375,8140,1890,1902868,14452645
2003:Q2,Hispanic,1533116,811547,636661,174886,721569,85085,11646,11983,5932,6051,447,439,7,79100,37010,38279,68339,265659,97958,26061,493447,492636,364450,125892,-388,2683,810,1039669,9431154
2003:Q2,Other,1937698,910353,780160,130193,1027345,143485,25614,9759,7445,2314,4930,1961,2969,168393,36103,28576,106821,257338,221131,25197,462249,461437,355795,100506,-535,5670,812,1475450,5260456
2003:Q3,White,49333462,18008366,14914298,3094067,31325096,3791938,1313209,1316482,832317,484165,833894,727579,106315,7177847,882559,814937,2373263,7079330,5245148,496490,7431910,7413357,5462461,1586186,-21376,386086,18554,41901551,80618654
2003:Q3,Black,2676077,1114469,898330,216139,1561608,140618,18690,18473,10962,7510,1171,1126,44,105663,87007,92032,165388,770264,121792,40512,708343,706482,458884,241594,-462,6466,1861,1967734,14540834
2003:Q3,Hispanic,1595213,859166,674900,184266,736047,84538,11949,12472,6671,5801,501,495,5,83862,38537,38753,67265,267641,103062,27466,512261,511435,382434,127875,-593,1719,826,1082952,9588473
2003:Q3,Other,2023802,960721,824350,136371,1063082,147753,24889,15976,8473,7503,4419,1835,2584,181519,38675,28901,111280,261042,221821,26808,497766,496917,387568,104020,-710,6038,850,1526036,5456543
2003:Q4,White,51122510,18351942,15225045,3126896,32770569,3841890,1274668,1455463,911531,543933,829982,722133,107848,8055657,901701,852424,2579458,7149114,5318318,511894,7600602,7582147,5599642,1615181,17211,350114,18455,43521908,80676705
2003:Q4,Black,2780099,1144344,930708,213636,1635754,142519,19300,19518,11987,7531,33,0,33,118192,87981,99394,190753,785800,129984,42281,728224,726408,475130,246739,570,3969,1816,2051875,14606072
2003:Q4,Hispanic,1664410,904336,711254,193082,760074,85118,12246,14257,7539,6718,490,486,4,91970,39979,39887,70433,269526,107256,28912,538325,537488,404473,132497,482,36,837,1126084,9732491
2003:Q4,Other,2141839,1019684,875698,143987,1122154,153611,24347,16606,9813,6793,3701,1602,2099,212187,41419,30136,123565,266152,221808,28624,536103,535216,419685,108516,678,6337,887,1605735,5675140
2004:Q1,White,53355505,18920831,15753899,3166932,34434674,3966341,1235070,2235929,1662727,573201,849503,738906,110596,8474182,905076,880354,2617469,7285622,5468090,517038,7722737,7704361,5720519,1608927,15640,359274,18376,45632769,80750345
2004:Q1,Black,2885566,1184715,969407,215309,1700850,145296,19800,26697,19134,7563,1185,1139,46,126511,87358,105292,196803,808515,140990,42404,731135,729367,482162,242875,479,3851,1769,2154430,14645773
2004:Q1,Hispanic,1744469,960733,758955,201778,783736,87537,12484,19678,12276,7402,794,792,3,96584,40788,40524,68707,273040,113819,29781,555141,554294,419358,134049,451,437,847,1189328,9858832
2004:Q1,Other,2288438,1105479,951731,153748,1182959,161811,23811,29942,22752,7190,3188,1725,1463,228953,43621,30962,128706,276861,224993,30111,571813,570883,452602,110621,584,7076,929,1716625,5916747
2004:Q2,White,54185124,19415825,16202457,3213368,34769299,4033661,1192849,2084480,1557840,526640,877585,764069,113516,8396756,915877,896978,2642966,7426793,5779196,522159,7942900,7923922,5913764,1620829,15206,374123,18979,46242224,80843162
2004:Q2,Black,2956587,1217498,1009284,208214,1739088,146912,20177,26306,18558,7748,3679,3618,60,130355,87216,109389,200980,813574,158072,42430,744930,743110,495189,243454,435,4032,1820,2211656,14657348
2004:Q2,Hispanic,1822572,1022068,810478,211590,800504,88231,12648,19735,12342,7392,1251,1250,1,97531,41777,40563,66434,276190,125558,30587,577985,577102,439646,135883,449,1125,882,1244587,9963125
2004:Q2,Other,2412747,1185321,1023379,161942,1227426,169408,23245,32081,21435,10646,2783,2025,758,228349,46415,31221,133698,293296,235199,31732,618501,617488,494638,114373,543,7934,1013,1794246,6181864
2004:Q3,White,55332581,19991422,16761235,3230186,35341160,4058988,1151732,2231030,1649282,581748,872790,756535,116255,8346305,924079,920602,2634941,7572579,6092872,535242,8123933,8104703,6079757,1656048,-4377,373275,19230,47208649,80958741
2004:Q3,Black,3017565,1248746,1041067,207678,1768819,147533,20431,27214,19495,7719,2052,1982,70,134276,86630,114242,200842,817201,174834,43566,762934,761119,508859,249005,-93,3348,1815,2254631,14638211
2004:Q3,Hispanic,1904281,1088757,871378,217379,815524,87548,12745,21670,13366,8304,1233,1233,0,98405,42556,40757,63024,278670,137173,31742,601247,600346,460112,139301,-133,1066,901,1303034,10040997
2004:Q3,Other,2545929,1272011,1099395,172616,1273918,176611,22689,34330,24022,10308,1693,1683,10,228393,49305,31852,137354,311450,246328,33913,668619,667535,538419,120521,-133,8727,1084,1877311,6470991
2004:Q4,White,57356552,20540977,17261415,3279562,36815575,4163216,1151185,2308712,1882047,426665,924815,806142,118672,9063905,946646,958074,2850312,7715695,6182664,550352,8351836,8332226,6237900,1692459,-5943,407811,19610,49004716,81098728
2004:Q4,Black,3129475,1307582,1094268,213314,1821893,152925,20469,28361,20804,7558,7122,6944,178,136045,89530,117837,220882,827465,174859,46397,799357,797475,539766,253096,-122,4735,1882,2330118,14587249
2004:Q4,Hispanic,1998959,1137759,915687,222073,861200,93231,12994,21519,14864,6655,2221,2051,170,107266,41345,42134,73096,281515,152769,33109,636265,635389,488056,144087,-194,3440,876,1362694,10089620
2004:Q4,Other,2797692,1379432,1196161,183271,1418260,190755,24689,46398,30332,16066,3878,3878,0,261652,51648,35921,151108,338030,277617,36565,716910,715779,576018,130477,-180,9464,1131,2080782,6783721
2005:Q1,White,58072919,21050248,17735407,3314841,37022671,4262775,1106998,2252009,1808712,443297,916471,795273,121198,9079548,947505,967735,2837055,7801052,6292772,558751,8431623,8411793,6347513,1676587,-17729,405422,19830,49641297,81256992
2005:Q1,Black,3171487,1356477,1135944,220533,1815010,157937,20298,27322,19831,7491,4352,4063,289,131286,90274,117195,214512,828422,175325,48088,828559,826637,582787,240030,-298,4118,1921,2342928,14509245
2005:Q1,Hispanic,2088508,1199683,975042,224641,888825,98663,13001,21558,14768,6790,2282,1939,343,111128,39199,42216,76570,281573,168607,34026,680743,679902,525439,151042,-623,4044,842,1407765,10112349
2005:Q1,Other,2990620,1482768,1287644,195124,1507852,205828,26157,46866,30012,16854,4948,4948,0,267300,52809,38599,152722,361319,312286,39019,761796,760626,613922,137315,-492,9881,1171,2228824,7116019
2005:Q2,White,59469162,21589548,18240475,3349073,37879614,4303518,1080731,2376738,1902662,474075,921681,798520,123162,9344517,953505,992312,2923773,7898394,6520798,563647,8634230,8613821,6526211,1692913,-10976,405673,20410,50834931,81425457
2005:Q2,Black,3237392,1408910,1175410,233501,1828481,161825,20177,27385,19958,7427,3403,3016,387,128197,91316,118462,219006,829513,180042,49155,860610,858601,617791,237374,-204,3640,2009,2376782,14410454
2005:Q2,Hispanic,2187641,1263797,1037901,225896,923845,102353,13077,22551,15494,7057,2563,2045,518,116558,37155,42836,82735,281402,187935,34679,717440,716620,556916,155339,-411,4776,820,1470201,10114082
2005:Q2,Other,3220545,1590401,1380510,209890,1630144,220195,28042,51069,33771,17298,6480,6480,0,283852,54266,42398,160065,387090,355290,41397,816953,815718,658938,146763,-323,10339,1235,2403592,7462941
2005:Q3,White,60985183,22173742,18797669,3376073,38811441,4381597,1093926,2178414,1828069,350345,919449,795336,124113,9844361,968221,1007553,3053191,7991029,6790719,582980,8852008,8832171,6710155,1722645,-10642,410013,19837,52133175,81596049
2005:Q3,Black,3304654,1458025,1224245,233780,1846629,166083,20194,25746,18975,6771,1599,1138,461,126507,92999,118274,227858,829027,186064,52278,895477,893551,652426,237938,-196,3382,1927,2409177,14297133
2005:Q3,Hispanic,2292587,1331964,1104381,227583,960622,106987,13338,20881,15307,5574,2743,2053,690,123447,35379,42991,90015,280592,208198,36052,754060,753309,588167,159866,-425,5701,750,1538527,10099718
2005:Q3,Other,3481216,1706217,1485739,220478,1774999,236396,30806,53610,33369,20240,8027,8027,0,312096,56264,45792,170188,413677,403358,44786,876390,875169,706692,157936,-312,10853,1221,2604826,7819545
2005:Q4,White,62202910,22680942,19271215,3409727,39521967,4430809,1157553,2253824,1825251,428573,918449,794767,123682,9986986,974692,1028421,3161013,8084792,6919071,606359,9027078,9007570,6871251,1749831,-5705,392192,19508,53175831,81760694
2005:Q4,Black,3356170,1500877,1265706,235172,1855293,169811,20338,25492,18457,7035,503,0,503,121878,93876,118784,234019,828150,186543,55897,923109,921230,681278,238109,-112,1955,1879,2433061,14175538
2005:Q4,Hispanic,2381353,1390460,1160976,229484,990892,110769,13821,21876,15473,6403,2970,2110,860,127873,33268,43335,96567,279512,223306,37596,783884,783194,614430,163421,-243,5586,690,1597468,10074158
2005:Q4,Other,3725264,1825655,1593767,231888,1899609,252419,34770,55537,34783,20754,9806,9806,0,323874,57673,49737,179186,441455,446553,48599,934623,933405,753264,169193,-173,11120,1218,2790640,8180886
2006:Q1,White,64002610,22710313,19273094,3437219,41292297,4614849,1156309,2312782,1900681,412101,929029,808357,120672,11309211,918377,1053102,3260843,8187576,6944153,606066,9257888,9238199,7064172,1759088,4744,410195,19689,54744722,81911317
2006:Q1,Black,3384910,1522568,1276127,246441,1862343,175368,20269,25246,18411,6835,534,46,489,125119,89354,119786,239150,828305,183185,56027,948187,946282,709520,234219,109,2433,1905,2436724,14051925
2006:Q1,Hispanic,2433532,1409205,1179674,229531,1024327,118323,13998,22208,16070,6138,3410,2387,1023,139826,28835,43814,102817,278597,234657,37842,814019,813368,640505,165498,215,7150,651,1619514,10042301
2006:Q1,Other,3978668,1893359,1645740,247619,2085309,273214,37708,60666,38410,22257,12104,12104,0,397438,54463,54129,187720,471119,485818,50930,996312,995062,804330,178780,158,11794,1250,2982357,8542023
2006:Q2,White,64246474,22984478,19513884,3470594,41261997,4647014,1189848,2314022,1802366,511656,946252,830739,115513,10961021,920704,1058285,3244102,8275077,7099989,605683,9468577,9448720,7252038,1763177,13422,420083,19858,54777897,82039843
2006:Q2,Black,3400218,1550004,1302062,247942,1850214,178871,20278,24265,17361,6904,2086,1657,429,116881,89928,118211,231783,826946,184793,56173,977606,975676,744104,228742,348,2482,1929,2422612,13932550
2006:Q2,Hispanic,2489335,1444247,1212938,231309,1045088,121698,14329,22763,15669,7094,3990,2813,1177,141191,26596,43486,105602,277183,250165,38085,850729,850118,671911,169232,646,8329,611,1638606,10009045
2006:Q2,Other,4161049,1984996,1725611,259385,2176052,289752,41560,58295,37089,21205,14810,14810,0,383814,55162,57187,188194,499866,534162,53251,1059705,1058427,857109,188460,480,12378,1278,3101343,8898011
2006:Q3,White,65248746,23170372,19664672,3505701,42078374,4701490,1250599,2281450,1838526,442925,933126,824492,108634,11317650,940946,1080590,3343267,8375762,7249149,604346,9657518,9637590,7389084,1800786,19021,428699,19928,55591229,82138199
2006:Q3,Black,3432193,1572741,1324226,248516,1859452,182839,20308,23804,17127,6677,336,0,336,113315,92080,119057,237081,828053,186331,56247,1011123,1009182,773647,232533,534,2468,1942,2421070,13823671
2006:Q3,Hispanic,2548222,1473090,1239544,233545,1075132,125834,14769,22368,16055,6312,4124,2802,1322,147126,25048,43897,111852,276407,265406,38301,885063,884496,698677,175390,978,9450,567,1663159,9979291
2006:Q3,Other,4398581,2071798,1801281,270517,2326783,307262,46224,63897,39603,24294,16963,16963,0,407710,57093,61635,196217,530636,583672,55475,1121727,1120431,904049,202732,708,12942,1296,3276855,9243909
2006:Q4,White,66472276,23189128,19661783,3527345,43283148,4759582,1338698,2099895,1673901,425994,927803,823913,103890,12170955,968220,1106640,3502392,8482742,7310817,615403,9811507,9791425,7469112,1828123,35774,458416,20083,56660769,82198310
