Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2007:Q4,pct60to80,13626790,5668103,4650252,1017851,7958687,990314,275307,271502,179798,91705,91369,86270,5099,1383892,209198,340908,870145,2555810,778463,191779,3620716,3616248,2787415,769604,6627,52603,4467,10006074,23252630,,
2007:Q4,pct40to60,7723373,3432312,2727543,704769,4291061,625963,142889,155435,104695,50740,47875,34122,13753,515966,135332,185307,329490,1603918,416198,132687,1963609,1960761,1452615,488806,5878,13462,2848,5759764,23248088,,
2007:Q4,pct20to40,4461061,2220244,1771890,448353,2240818,513857,70983,92016,64472,27544,5361,0,5361,305659,101674,44386,94656,752011,169038,91177,900261,898156,569144,313212,6680,9119,2105,3560800,23258784,,
2007:Q4,pct00to20,2707071,1449265,1200964,248301,1257806,267884,18260,27654,15716,11938,9946,7852,2094,216222,41980,1247,10015,182627,427806,54166,489876,489010,300539,177146,6695,4629,866,2217195,23242877,,
2008:Q1,pct99to100,15415431,2989120,2487001,502120,12426311,1118444,530651,1142922,915174,227748,684499,660541,23958,4988092,215248,43089,571138,443263,2622422,66542,809461,804843,607254,39744,8138,149707,4618,14605970,1163009,,
2008:Q1,pct80to99,34313810,11596748,10026699,1570049,22717062,2487417,1048626,1049995,737440,312554,377264,339383,37882,5006410,495114,780397,2351016,5206198,3613185,301440,6078939,6067677,4918548,821966,19892,307270,11262,28234871,22113860,,
2008:Q1,pct60to80,13270947,5487945,4463579,1024365,7783002,1001413,290657,280343,186030,94313,103594,97690,5904,1275063,208942,328281,784579,2578233,738413,193483,3602936,3598379,2782068,753312,7506,55492,4557,9668011,23276865,,
2008:Q1,pct40to60,7623630,3378882,2660836,718046,4244748,639998,151001,161381,108869,52512,52674,40132,12542,497906,136104,177578,301425,1608009,383440,135232,1984422,1981597,1470059,488928,6492,16118,2825,5639208,23271918,,
2008:Q1,pct20to40,4435101,2203195,1750454,452741,2231906,523943,78643,92621,64504,28117,5681,0,5681,291065,99992,41146,87020,744357,174216,93221,908976,906896,582773,308003,7628,8492,2080,3526125,23282078,,
2008:Q1,pct00to20,2710400,1425664,1169607,256056,1284736,270158,19563,30905,17873,13031,16465,14100,2365,220704,42797,1166,14186,181039,432258,55495,516961,516038,312650,190055,9114,4218,923,2193439,23267350,,
2008:Q2,pct99to100,14969730,2924916,2437008,487908,12044814,1077154,508604,1190868,965065,225802,657147,633928,23219,4716671,212680,45429,566350,442892,2560661,66359,821374,816618,619888,43824,6643,146263,4756,14148356,1163948,,
2008:Q2,pct80to99,33933753,11307228,9717843,1589385,22626525,2450674,1006601,1081849,783136,298713,386035,347210,38825,4885545,503912,773278,2380597,5297001,3556363,304670,6006023,5994523,4898217,830891,14172,251243,11500,27927730,22132417,,
2008:Q2,pct60to80,13028195,5345006,4317919,1027087,7683189,975492,285887,290631,200187,90443,98891,91329,7562,1212975,211031,322591,755967,2607100,728473,194151,3551998,3547419,2736398,747654,5560,57807,4579,9476197,23296870,,
2008:Q2,pct40to60,7606110,3366016,2634400,731616,4240094,618790,148013,166799,116668,50132,68502,54797,13705,492751,138577,173385,295343,1614388,386733,136814,1996386,1993560,1478992,493615,4431,16522,2825,5609724,23291692,,
2008:Q2,pct20to40,4406449,2194261,1741116,453145,2212187,517998,76357,92441,65551,26889,8071,0,8071,283027,98427,38566,84700,737050,180956,94596,927020,924980,596622,312494,5262,10602,2039,3479429,23300871,,
2008:Q2,pct00to20,2730228,1410858,1151258,259601,1319370,271321,21065,36496,23144,13353,19449,15548,3901,229622,44534,1194,17711,179917,441589,56472,537896,536939,328226,191976,7479,9259,957,2192332,23287775,,
2008:Q3,pct99to100,14077388,2866751,2382182,484569,11210636,1104952,509028,1268664,1024807,243857,624899,602425,22475,3979934,207261,47657,524821,441587,2435003,66831,816474,811866,615138,44073,10974,141680,4608,13260914,1164833,,
2008:Q3,pct80to99,33087355,11050267,9448176,1602091,22037088,2552701,1003256,1169118,833999,335119,388826,348977,39849,4300331,506704,758516,2239444,5376601,3430550,311041,6106564,6095065,4889846,842537,24901,337781,11499,26980791,22148258,,
2008:Q3,pct60to80,12662993,5201434,4172944,1028490,7461559,981486,286122,319561,217601,101960,92498,83080,9418,1064337,211609,313224,660480,2630161,705175,196907,3530264,3525704,2713353,741881,9572,60898,4560,9132729,23314086,,
2008:Q3,pct40to60,7539755,3330686,2591306,739381,4209069,628012,147802,183590,125913,57677,85092,69864,15228,461057,139962,167259,263002,1618609,374312,140371,2003775,2000934,1474490,498218,7941,20284,2840,5535980,23308836,,
2008:Q3,pct20to40,4367062,2174201,1717747,456454,2192861,525844,76551,96587,66682,29905,10887,0,10887,261697,96757,35535,76035,729344,186285,97338,932798,930808,602191,310075,9994,8548,1990,3434264,23316680,,
2008:Q3,pct00to20,2739689,1395804,1129055,266748,1343885,273409,22457,45639,30031,15608,22108,16400,5708,227825,45692,1167,21584,178395,447440,58171,560617,559639,331146,207028,15481,5984,978,2179071,23305561,,
2008:Q4,pct99to100,12810300,2803835,2321415,482420,10006465,1158596,583770,1371638,1117682,253956,498423,477314,21109,2926649,200073,49038,457908,438717,2254384,67268,814539,809173,611206,44455,11516,141997,5366,11995761,1165721,,
2008:Q4,pct80to99,31789229,10818701,9221355,1597346,20970527,2706917,1128062,1252510,900452,352059,302920,262892,40027,3385116,505770,711051,1978902,5438137,3243910,317231,5871435,5859184,4860120,846777,24414,127873,12251,25917794,22162788,,
2008:Q4,pct60to80,12146672,5050033,4029834,1020199,7096638,999258,303768,353168,245614,107554,51697,40967,10730,852475,211250,288467,523228,2643777,670010,199541,3481406,3476738,2672314,730605,9567,64253,4668,8665265,23329955,,
2008:Q4,pct40to60,7411733,3260891,2522325,738566,4150842,648552,157157,201223,139768,61455,117473,102205,15268,407032,140672,153205,213874,1619350,348486,143818,1991657,1988850,1464788,498759,7611,17692,2807,5420076,23324780,,
2008:Q4,pct20to40,4322028,2150384,1693913,456471,2171644,538809,85074,99666,68404,31262,18850,6476,12373,229033,95025,30880,63241,721012,190051,100004,941475,939508,607235,306764,9842,15666,1967,3380554,23331020,,
2008:Q4,pct00to20,2726323,1378026,1106782,271245,1348297,275818,23784,59147,41966,17181,15685,8988,6697,215695,46489,893,25182,176207,449567,59831,590293,589251,334787,216430,17087,20947,1042,2136030,23322118,,
2009:Q1,pct99to100,12086639,2735015,2259196,475819,9351624,1131139,575459,1446958,1161925,285032,438707,418804,19904,2495384,196983,52010,436581,434221,2077604,66576,804090,799028,609198,40358,9961,139511,5062,11282549,1166671,,
2009:Q1,pct80to99,31123082,10571755,8976943,1594812,20551327,2696925,1109945,1380185,943919,436266,280317,239830,40487,3074685,513444,712163,1926080,5481181,3058437,317966,5818679,5806559,4862634,829175,18596,96154,12120,25304403,22177411,,
2009:Q1,pct60to80,11825736,4907907,3895789,1012118,6917829,979762,302219,393503,259565,133938,36343,24038,12305,756405,213041,286221,469219,2647675,634893,198548,3433420,3428792,2656283,696915,7586,68009,4627,8392316,23345917,,
2009:Q1,pct40to60,7323885,3210682,2470775,739907,4113202,633415,155969,226630,147408,79222,136058,120157,15901,386786,142940,150641,197124,1616528,323262,143849,1982360,1979529,1465985,488841,5525,19178,2830,5341525,23340951,,
2009:Q1,pct20to40,4282304,2130257,1675068,455189,2152047,535561,84306,106556,68385,38171,26294,11837,14457,213723,93416,28412,58360,712041,193077,100301,932289,930376,614604,291110,7257,17404,1913,3350015,23345409,,
2009:Q1,pct00to20,2728615,1363750,1089540,274210,1364865,277155,25155,69673,48160,21512,15683,7624,8060,216019,48123,981,28210,173329,450297,60240,612053,610998,339572,231743,14414,25268,1056,2116562,23338854,,
2009:Q2,pct99to100,12200246,2676556,2212944,463613,9523690,1117912,539244,1253010,964246,288764,423275,404647,18627,3103256,196870,56385,476247,432623,1858667,66201,804627,800450,613966,40543,11765,134176,4176,11395619,1167740,,
2009:Q2,pct80to99,31657251,10346057,8745235,1600822,21311195,2715360,1043721,1296205,862143,434062,296446,255564,40882,3819317,527381,756594,2156290,5556282,2823375,320223,5810638,5799133,4844623,823618,21478,109413,11505,25846613,22193531,,
2009:Q2,pct60to80,11789619,4797519,3789903,1007616,6992100,966837,293840,334531,200818,133714,36628,22754,13873,863096,216401,304137,519667,2668469,589930,198562,3380020,3375516,2619204,676805,8816,70690,4504,8409599,23363412,,
2009:Q2,pct40to60,7340785,3204806,2458111,746695,4135979,624544,151067,201565,122358,79207,145794,129338,16456,433835,146345,158298,221805,1620015,287883,144829,1983309,1980425,1467898,484842,6320,21365,2885,5357476,23358778,,
2009:Q2,pct20to40,4269933,2112490,1658984,453506,2157443,535141,80367,99682,61767,37915,26400,9901,16499,232772,91902,27820,63643,704279,194180,101257,937788,935946,624217,285672,8615,17442,1842,3332145,23361361,,
2009:Q2,pct00to20,2733532,1355872,1079609,276263,1377660,278674,26425,45367,22889,22478,19236,9837,9399,245486,50368,1414,31352,171664,446677,60997,632391,631349,349173,237392,18437,26347,1042,2101142,23357178,,
2009:Q3,pct99to100,12811343,2636254,2188087,448167,10175090,1102323,490746,1371230,1092885,278345,412268,394974,17294,3726257,197286,60920,519199,431322,1797397,66141,798135,794208,610697,40836,13882,128794,3927,12013209,1168986,,
2009:Q3,pct80to99,32572846,10183482,8579837,1603644,22389364,2728705,956067,1342027,955019,387008,314509,273282,41228,4579668,542458,803876,2404405,5634495,2759152,324003,5816256,5804836,4823633,830027,25043,126132,11421,26756590,22212551,,
2009:Q3,pct60to80,11884781,4695574,3695058,1000516,7189206,952903,281822,358330,238747,119584,38064,22630,15434,969750,220057,323382,576362,2690896,578056,199585,3340269,3335797,2584892,667311,10306,73288,4471,8544512,23383882,,
2009:Q3,pct40to60,7425657,3195607,2442823,752784,4230050,614660,144233,211094,141286,69808,154492,137553,16939,480159,149965,166527,249129,1624225,288810,146756,1982581,1979675,1461158,487602,7329,23586,2905,5443076,23379690,,
2009:Q3,pct20to40,4274329,2104334,1654490,449844,2169995,534257,74954,98549,64581,33968,26116,7616,18500,251088,90413,27215,69484,696737,198314,102868,942153,940363,629881,282756,10372,17355,1789,3332176,23380394,,
2009:Q3,pct00to20,2791129,1353422,1077110,276311,1437707,280173,27498,59995,38482,21513,22878,12164,10714,274597,52724,1891,34501,170120,451227,62103,655093,654034,353130,250178,23561,27165,1058,2136036,23378498,,
2009:Q4,pct99to100,12729131,2619983,2170881,449102,10109148,1144700,466126,1317517,1055067,262450,393379,377445,15935,3785974,196374,65148,533294,428808,1711219,66608,796754,794064,613771,41877,15237,123179,2690,11932377,1170468,,
2009:Q4,pct80to99,32860928,10105391,8492266,1613126,22755537,2860276,909666,1288210,955262,332948,324014,282436,41577,4768818,554795,836397,2517552,5699295,2666194,330321,5820984,5810470,4798066,831802,26586,154015,10514,27039944,22235875,,
2009:Q4,pct60to80,11805715,4617095,3616164,1000931,7188620,965717,275349,330746,227526,103220,36662,19627,17035,969767,223043,335629,582729,2706197,560493,202289,3287126,3282827,2542965,653167,11055,75640,4299,8518589,23408767,,
2009:Q4,pct40to60,7444771,3180923,2422877,758046,4263849,630270,140457,196662,137599,59063,164148,146687,17461,492070,153101,171094,256479,1625931,283376,150261,1984322,1981344,1459149,488594,7665,25937,2978,5460449,23405113,,
2009:Q4,pct20to40,4263490,2093601,1639454,454147,2169888,545165,72208,92052,62632,29420,27383,6813,20570,252196,88897,25788,70474,688819,201332,105574,948189,946481,638206,280196,11214,16866,1708,3315300,23404022,,
2009:Q4,pct00to20,2819631,1360406,1075625,284781,1459225,282620,28510,53473,33464,20010,25742,13667,12075,288963,54816,2264,37665,168063,453319,63789,676181,675153,361435,259382,27175,27160,1028,2143450,23404225,,
2010:Q1,pct99to100,12971542,2618159,2177534,440625,10353383,1125919,405299,1411279,1125599,285679,376425,361943,14482,3992271,192922,69326,549227,433727,1731910,65078,796904,793027,612867,40471,21629,118060,3877,12174638,1172242,,
2010:Q1,pct80to99,33504831,10066471,8452465,1614006,23438360,2867083,799972,1400177,1016566,383611,333716,291932,41784,5107290,561877,862312,2639792,5846325,2692776,327041,5786167,5774534,4739116,813993,44383,177042,11633,27718664,22264907,,
2010:Q1,pct60to80,11850600,4549084,3554870,994214,7301517,950597,258293,368402,249020,119382,35594,17105,18489,997315,224736,344662,592145,2764878,566292,198603,3196658,3192187,2476839,619732,17443,78173,4471,8653942,23439509,,
2010:Q1,pct40to60,7509664,3166670,2405109,761562,4342994,619073,131039,218872,148955,69918,172820,155194,17626,512906,155302,173934,265089,1644009,302211,147739,1969201,1966276,1443894,480501,13659,28222,2926,5540463,23436477,,
2010:Q1,pct20to40,4265092,2094796,1641947,452849,2170295,543797,65143,96890,63338,33552,28209,5921,22288,257723,87321,23913,71760,684192,207241,104106,951709,950011,643012,269444,20972,16583,1698,3313382,23433763,,
2010:Q1,pct00to20,2879938,1370148,1082600,287547,1509790,284201,29045,65996,42650,23346,28374,15158,13216,307205,56399,2595,40857,169134,462713,63270,713209,712096,367030,268916,48617,27533,1114,2166729,23435765,,
2010:Q2,pct99to100,12609018,2615937,2182524,433413,9993080,1108096,375634,1507904,1232182,275721,364497,351544,12953,3515682,184582,73028,519352,434881,1845261,64162,800566,796306,617943,42031,22968,113365,4260,11808451,1174367,,
2010:Q2,pct80to99,33251423,10021222,8411597,1609625,23230201,2875788,744457,1442215,1096493,345723,346413,304572,41841,4743256,558808,862110,2542307,5963793,2824316,326736,5762632,5750549,4703015,812631,45495,189408,12083,27488791,22301052,,
2010:Q2,pct60to80,11685053,4483402,3498722,984680,7201651,936078,249118,390802,282815,107987,35757,16005,19753,897560,223917,341133,522249,2815471,592683,196883,3131460,3126929,2425635,602263,18061,80970,4530,8553593,23477547,,
2010:Q2,pct40to60,7534319,3178394,2416080,762314,4355925,608357,125917,228153,165724,62429,180208,162835,17372,491940,155687,170286,241748,1664258,342311,147059,1967522,1964607,1440671,479746,13816,30374,2916,5566796,23475209,,
2010:Q2,pct20to40,4223129,2085515,1634579,450936,2137614,542703,61639,94554,64195,30359,28075,4507,23568,242867,85618,20661,65427,676089,216064,103917,958744,957079,651507,267056,21821,16696,1665,3264384,23471132,,
2010:Q2,pct00to20,2932299,1381085,1091143,289943,1551214,285855,29634,80623,58140,22483,30964,16883,14082,306805,56999,2711,43873,171103,479216,63429,734397,733236,376535,274726,53281,28695,1161,2197902,23474529,,
2010:Q3,pct99to100,13140101,2580942,2158380,422562,10559160,1115956,375020,1508725,1270137,238588,355757,344321,11437,3991170,186112,77986,554172,438957,1891817,63486,796508,793769,617974,44156,22787,108852,2739,12343593,1176901,614192,1745425252
2010:Q3,pct80to99,34229652,9867897,8256090,1611807,24361755,2937446,740072,1397362,1140334,257029,360789,318848,41940,5361055,576577,909195,2755650,6114548,2881436,327625,5738173,5727222,4668609,823541,40666,194407,10951,28491480,22345712,94564,613788
2010:Q3,pct60to80,11850884,4444289,3466260,978029,7406595,933541,248516,375900,295262,80639,36735,15677,21058,975976,228334,360027,563653,2883458,604513,195942,3079863,3075540,2378547,596328,16704,83961,4323,8771021,23524324,57760,94564
2010:Q3,pct40to60,7701825,3226719,2459611,767108,4475106,608976,125383,217641,172911,44731,187205,170016,17189,529930,159862,177965,263329,1691229,366482,147103,1966021,1963014,1432923,485806,11832,32453,3007,5735804,23522738,35598,57753
2010:Q3,pct20to40,4234914,2085174,1636197,448976,2149740,546978,61606,86527,63627,22899,27788,2859,24929,256795,84243,19491,69816,669369,222894,104233,963873,962296,657828,268204,19181,17083,1577,3271041,23517645,20380,35592
2010:Q3,pct00to20,3012814,1405934,1114051,291883,1606880,288039,30536,82538,63905,18634,33703,18706,14997,332872,59627,3245,47227,174309,490926,63858,750724,749606,382548,285691,50951,30416,1118,2262089,23521925,0,20378
2010:Q4,pct99to100,13671274,2597991,2155450,442541,11073283,1124575,415124,1437351,1139640,297711,365142,349533,15609,4409339,195487,75201,587458,424839,1974523,64244,799023,795195,608184,50656,22718,113637,3828,12872251,1179881,,
2010:Q4,pct80to99,35163545,9869955,8256571,1613383,25293591,2896584,828716,1490945,1090347,400598,379576,336795,42781,5802850,586391,945898,2896423,6226584,2911377,328248,5755062,5743121,4617615,871240,40928,213337,11941,29408484,22399844,,
2010:Q4,pct60to80,12080691,4382323,3401677,980646,7698368,940460,253397,379921,257954,121966,46131,26198,19933,1053668,227359,381629,626389,2978836,612405,198173,3078404,3073955,2335921,641407,16980,79648,4449,9002286,23580822,,
2010:Q4,pct40to60,7620427,3089538,2333784,755755,4530888,605861,129173,225847,153276,72571,168152,152458,15694,557333,157839,183209,283381,1714540,358004,147548,1943872,1940942,1388507,508705,11857,31873,2929,5676555,23580035,,
2010:Q4,pct20to40,4250902,2062870,1610726,452145,2188032,538333,65782,98047,64856,33190,26390,4011,22379,266051,83325,22884,74393,688416,218388,106023,975966,974372,646509,292688,18747,16427,1594,3274936,23574336,,
2010:Q4,pct00to20,2945710,1353966,1062933,291033,1591744,288962,31249,69748,45321,24427,38010,24381,13629,333945,57689,3503,46911,178863,479480,63383,733824,732698,367944,282114,53545,29094,1126,2211886,23578913,,
2011:Q1,pct99to100,14142068,2588330,2130920,457411,11553738,1187285,398468,1425055,1145769,279286,362845,343337,19508,4777488,206520,71716,612840,403878,2042686,64958,803180,799157,610511,48517,21809,118320,4023,13338888,1183266,,
2011:Q1,pct80to99,35674131,9772337,8146326,1626011,25901793,2964719,816479,1475673,1116239,359434,387966,344088,43879,6190526,599712,950237,2997832,6266310,2923670,328669,5778372,5766180,4614991,863481,38255,249453,12191,29895759,22462617,,
2011:Q1,pct60to80,12243487,4340758,3352278,988481,7902728,972149,241535,370692,264499,106194,52033,32725,19308,1121517,227271,387712,676556,3036106,616891,200268,3053459,3049008,2324575,632761,16241,75432,4451,9190028,23646200,,
2011:Q1,pct40to60,7560353,3009241,2258314,750928,4551112,626168,123981,215953,153370,62584,152074,136999,15076,581057,156448,180527,297978,1723677,345405,147843,1921256,1918356,1369193,506687,10852,31624,2899,5639097,23646238,,
2011:Q1,pct20to40,4246367,2034659,1579034,455625,2211707,540246,63155,96704,68224,28480,27524,6634,20890,273349,82482,24723,77652,704864,213287,107720,968202,966616,643040,291675,16661,15241,1586,3278165,23640315,,
2011:Q1,pct00to20,2893521,1312897,1023089,289808,1580624,290745,31109,68290,47402,20888,41810,28904,12906,332621,56075,3477,46441,180629,466573,62853,726835,725743,361479,285189,52418,26657,1091,2166686,23644655,,
2011:Q2,pct99to100,14278589,2612490,2130894,481596,11666099,1239078,389274,1434442,1128323,306119,382113,359075,23038,4759613,217107,68352,617383,382167,2110906,65665,804428,800159,607960,48619,20236,123345,4270,13474161,1186993,,
2011:Q2,pct80to99,35896162,9769532,8134525,1635007,26126630,3008281,816412,1566928,1128089,438839,415017,370167,44849,6185011,612109,959916,2998330,6300906,2934666,329055,5773880,5761393,4607978,872331,33696,247387,12487,30122282,22532752,,
2011:Q2,pct60to80,12376194,4344503,3348186,996316,8031691,998859,232220,390266,263479,126787,63974,45294,18680,1118750,226954,396337,689937,3090877,621177,202341,3044710,3040249,2311987,641767,14781,71713,4460,9331484,23719159,,
2011:Q2,pct40to60,7517521,2967429,2225298,742131,4550092,641437,120088,227247,150095,77151,135176,120798,14378,582370,154882,179118,297631,1731935,332111,148098,1896569,1893701,1343733,509896,9230,30842,2868,5620952,23720028,,
2011:Q2,pct20to40,4228949,2003566,1541535,462031,2225383,539508,61454,104200,71099,33101,25805,6413,19391,269760,81643,26816,77379,721376,208043,109399,965935,964356,637293,298056,13663,15344,1579,3263013,23714208,,
2011:Q2,pct00to20,2852916,1290618,998625,291993,1562298,292306,31059,68829,46014,22815,47048,34891,12157,321468,54354,3495,45960,182182,453290,62307,710598,709539,351716,282408,48515,26900,1059,2142318,23717867,,
2011:Q3,pct99to100,13592931,2619373,2134615,484758,10973558,1295644,379774,1546201,1221423,324779,378713,352267,26447,3892134,225439,64219,570880,357327,2195773,67453,809314,805667,606897,49556,20679,128536,3647,12783617,1191001,,
2011:Q3,pct80to99,34960364,9726589,8074760,1651830,25233775,3059201,814791,1712975,1208773,504202,421830,375815,46015,5313559,619765,935246,2754196,6305246,2962322,334643,5768394,5756333,4603119,887500,35355,230359,12061,29191970,22608970,,
2011:Q3,pct60to80,12273720,4358637,3354770,1003867,7915083,1027671,223103,442578,299804,142774,69055,50736,18319,960669,225449,388528,611321,3130047,628785,207878,3043788,3039439,2300129,655654,15582,68073,4349,9229933,23798399,,
2011:Q3,pct40to60,7411737,2939832,2197618,742214,4471905,658490,116242,251364,162514,88849,121271,107166,14105,534327,152444,169307,260689,1734306,321872,151594,1880970,1878087,1320295,518258,9713,29820,2883,5530767,23800088,,
2011:Q3,pct20to40,4220812,2008645,1546926,461719,2212167,539200,59740,113259,76821,36437,27450,9029,18420,242603,80747,27273,68500,736986,203076,113335,970952,969405,632350,307179,13934,15941,1548,3249860,23794642,,
2011:Q3,pct00to20,2807311,1268988,982746,286241,1538324,293841,30979,85810,61989,23821,50628,38902,11726,289893,52151,3213,45647,182565,440650,62947,709192,708207,342979,284028,53029,28171,986,2098119,23797263,,
2011:Q4,pct99to100,14023540,2622381,2119752,502630,11401159,1354452,385659,1507690,1181782,325908,353461,323984,29477,4189044,239363,61149,600692,336393,2303549,69708,812892,809279,603543,50435,21242,134060,3613,13210648,1195227,,
2011:Q4,pct80to99,35593268,9694703,8039992,1654711,25898565,3112240,840663,1722439,1209348,513091,408420,361499,46921,5632956,639124,958608,2874296,6354468,3012880,342472,5759431,5747302,4603744,905557,37690,200310,12129,29833837,22689991,,
2011:Q4,pct60to80,12490625,4347820,3341163,1006657,8142805,1057413,219062,433353,291311,142042,67299,49483,17816,1016124,226856,403696,670065,3193092,640935,214910,3052515,3048194,2293389,673698,16637,64470,4321,9438111,23882623,,
2011:Q4,pct40to60,7392397,2872768,2140748,732020,4519629,676214,115081,244999,156025,88974,109191,95666,13526,554772,152102,171176,277945,1745667,316003,156479,1863927,1861060,1295757,526278,10433,28592,2867,5528470,23885099,,
2011:Q4,pct20to40,4237910,1991264,1527027,464238,2246646,538791,59935,115028,79441,35587,31253,14081,17172,247965,80029,30022,72365,754553,198459,118246,976807,975274,626709,317074,14507,16984,1533,3261103,23880245,,
2011:Q4,pct00to20,2763123,1241683,957284,284400,1521440,295299,31216,79431,56874,22557,51997,40893,11104,286375,51063,3348,45123,184655,428841,64093,705861,704921,332592,283183,58779,30368,940,2057262,23881555,,
2012:Q1,pct99to100,14735716,2638216,2109573,528642,12097501,1393764,366646,1433115,1099886,333229,355195,323449,31747,4850234,246563,58638,643972,316128,2363458,69789,817315,812783,604731,49012,20391,138649,4532,13918401,1199609,,
2012:Q1,pct80to99,36544866,9668874,8009060,1659813,26875993,3123872,819628,1722575,1179555,543019,418651,371575,47076,6319085,644343,1007234,3057154,6413586,3010037,339830,5763567,5750573,4588913,900504,35195,225961,12993,30781300,22774538,,
2012:Q1,pct60to80,12773118,4331061,3318474,1012587,8442057,1078619,207518,415593,268172,147421,72934,56071,16863,1137184,224715,430946,755242,3261634,642679,214994,3020965,3016538,2272642,667278,15928,60690,4427,9752153,23970530,,
2012:Q1,pct40to60,7373448,2805112,2084209,720903,4568336,685278,109810,237041,143672,93369,95066,82921,12145,595250,149180,179169,305157,1759052,298532,154801,1838170,1835369,1272167,525429,9504,28269,2801,5535278,23973743,,
2012:Q1,pct20to40,4234541,1957587,1487118,470469,2276954,534309,57102,116667,80426,36240,30842,15726,15116,262649,79106,33978,78527,772697,192455,118622,970962,969416,622307,318322,12613,16174,1547,3263579,23969643,,
2012:Q1,pct00to20,2714940,1214972,928471,286500,1499969,296630,30883,67326,45254,22071,54900,44954,9946,290020,48578,3701,44323,187117,413660,62832,697226,696287,325554,284496,57534,28703,939,2017714,23969460,,
2012:Q2,pct99to100,14783403,2690078,2152469,537609,12093325,1413314,351746,1523600,1199447,324153,362243,328633,33610,4658978,248006,54573,637545,292146,2481069,70104,820791,815320,601615,49865,20020,143821,5470,13962612,1204085,,
2012:Q2,pct80to99,36486399,9755688,8087892,1667796,26730711,3093886,804951,1788051,1271342,516709,433523,386533,46989,6141345,637432,987294,3002329,6436586,3067018,338296,5760981,5747108,4580789,915720,34372,216227,13873,30725418,22861331,,
2012:Q2,pct60to80,12879363,4384199,3367928,1016272,8495164,1091363,197436,445245,308383,136863,79949,64047,15902,1103398,219524,425432,749117,3311680,656196,215825,3018667,3014132,2258967,682330,15829,57006,4535,9860697,24060821,,
2012:Q2,pct40to60,7339331,2813517,2098245,715272,4525814,685627,105269,243321,156771,86550,81174,70401,10773,587384,144039,170435,296251,1765314,293186,153812,1816999,1814266,1245611,532142,9146,27366,2733,5522331,24064700,,
2012:Q2,pct20to40,4228638,1957817,1487328,470489,2270821,525857,54781,120412,87361,33051,29833,16708,13125,254309,78004,34677,76226,789680,187557,119486,973951,972391,616347,327937,11569,16538,1560,3254687,24061464,,
2012:Q2,pct00to20,2696543,1209664,928136,281527,1486879,297956,30586,82496,62800,19696,58174,49363,8811,274259,44891,3457,43879,188198,401162,61820,687042,686104,315410,282474,58734,29486,939,2009501,24059691,,
2012:Q3,pct99to100,15374573,2748096,2199172,548924,12626477,1438601,363516,1509930,1162075,347855,360936,325683,35253,5010871,257553,51479,663648,269992,2629276,70675,819187,813512,595152,49941,19674,148745,5675,14555386,1208592,,
2012:Q3,pct80to99,37360210,9884700,8209972,1674728,27475510,3073199,840441,1876572,1272508,604064,440513,393642,46871,6511591,647455,1011286,3101085,6481493,3153895,337981,5788615,5774471,4584935,935439,33637,220459,14144,31571595,22949091,,
2012:Q3,pct60to80,13191828,4447758,3427885,1019873,8744070,1106730,196086,458679,300349,158329,84396,69337,15058,1167701,218537,440936,804363,3373556,675607,217480,3032349,3027809,2256007,702682,15765,53355,4540,10159479,24152199,,
2012:Q3,pct40to60,7377363,2803864,2095333,708531,4573499,688186,105446,252961,150645,102316,68574,58959,9615,609686,141930,172377,311037,1775931,293786,153586,1797351,1794646,1218184,540934,8818,26710,2705,5580011,24156652,,
2012:Q3,pct20to40,4265140,1968231,1497035,471196,2296908,518056,55785,127445,89902,37543,29968,18553,11415,260098,77143,37475,79440,807639,182971,120890,975195,973643,609480,337150,10566,16446,1552,3289945,24154334,,
2012:Q3,pct00to20,2677513,1207738,930384,277354,1469775,299322,30994,78933,57893,21041,60742,52901,7841,269669,42826,3594,43035,190119,389459,61083,677273,676370,302669,284306,60077,29318,903,2000240,24150961,,
2012:Q4,pct99to100,15631587,2798491,2234941,563549,12833097,1519842,390573,1473415,1151255,322160,368046,331438,36608,5047358,266184,48082,671538,246642,2729325,72091,831669,827725,599923,53925,19443,154434,3944,14799919,1213070,,
2012:Q4,pct80to99,37735774,10003245,8317886,1685359,27732529,3161274,905293,1810469,1291135,519334,455182,408567,46615,6563995,655484,1022667,3112301,6516573,3187574,341716,5757041,5744239,4568243,955680,33296,187020,12803,31978732,23036539,,
2012:Q4,pct60to80,13377471,4501197,3474803,1026394,8876274,1145961,199567,433878,301932,131946,91239,76987,14252,1175034,217025,450434,825911,3430727,684658,221840,3023260,3018985,2232668,720921,15854,49542,4275,10354210,24243363,,
2012:Q4,pct40to60,7350804,2778992,2076219,702773,4571812,714313,108268,232460,148246,84214,55927,47387,8540,614508,139429,171230,312377,1784587,282818,155894,1786716,1783936,1198672,551272,8619,25372,2780,5564087,24248281,,
