Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2021:Q4,pct99to100,35760047,5732763,4981529,751234,30027284,3025917,492178,787378,780355,7023,460533,447353,13180,16525619,456171,77871,1273640,644953,6181806,101216,1311658,1304528,864620,121816,104091,214002,7130,34448389,1307227,,
2021:Q4,pct80to99,74302569,19233338,16769343,2463995,55069232,6678516,1548111,1336758,1327985,8773,549138,503279,45859,20064562,952193,1634564,6792502,8780637,6248616,483637,7450269,7431096,5450295,1404374,80340,496086,19173,66852300,24820475,,
2021:Q4,pct60to80,23497933,8786035,7255985,1530051,14711898,2098290,314473,257943,256571,1373,118305,110882,7423,2982765,290097,642392,1757488,4709063,1229428,311653,4141587,4135605,2848554,1188244,47451,51356,5981,19356347,26118783,,
2021:Q4,pct40to60,13992443,6051696,4962941,1088755,7940747,1395406,168709,143526,142672,854,37520,25796,11724,1447205,175183,223662,697201,2438389,957048,256899,2536377,2532807,1565024,885310,31332,51142,3570,11456065,26123013,,
2021:Q4,pct20to40,7341835,3642275,2953087,689188,3699559,914424,81956,83190,82776,415,3274,300,2974,460881,73196,69474,205963,1292755,334683,179763,1336135,1334594,710717,593247,23086,7544,1541,6005700,26119119,,
2021:Q4,pct00to20,4710567,2448692,1980808,467884,2261875,465987,49537,41307,41088,219,21458,19662,1796,684764,53498,13630,71496,251026,509851,99321,741305,740266,353737,355539,26160,4830,1039,3969262,26120107,,
2022:Q1,pct99to100,35496365,6230509,5456474,774035,29265857,3094417,472422,826245,826245,0,499649,487213,12435,15627967,441304,77537,1204924,624536,6295468,101389,1318809,1311139,875794,126221,104088,205037,7670,34177556,1309307,,
2022:Q1,pct80to99,75406048,21004889,18441480,2563408,54401160,6829473,1544878,1400250,1400250,0,596052,550298,45754,19453990,961652,1585778,6517362,8608781,6415318,487626,7568932,7548683,5529577,1429269,85772,504065,20249,67837116,24863326,,
2022:Q1,pct60to80,23896666,9519462,7928072,1591390,14377204,2133815,312985,271602,271602,0,135373,128734,6639,2818789,287232,608582,1634114,4591195,1269664,313853,4230377,4224294,2932704,1191280,49077,51233,6083,19666290,26164481,,
2022:Q1,pct40to60,14427286,6495260,5365510,1129751,7932026,1432102,170030,152317,152317,0,36166,24223,11943,1440717,176252,199456,644869,2391758,1028141,260218,2577455,2573863,1607607,880337,32586,53333,3592,11849831,26170085,,
2022:Q1,pct20to40,7629944,3902317,3183370,718946,3727628,931676,81077,85585,85585,0,2288,0,2288,438139,70360,69161,195010,1326166,346123,182043,1334551,1333048,717250,584602,24393,6804,1503,6295393,26164041,,
2022:Q1,pct00to20,4931350,2662167,2167427,494739,2269184,463728,48452,45803,45803,0,25145,23433,1712,681867,53275,13163,75071,237504,525852,99324,756876,755781,356255,365274,28301,5950,1096,4174474,26166178,,
2022:Q2,pct99to100,32703114,6516473,5741555,774918,26186641,3054049,473647,897039,897039,0,474546,462876,11670,12512611,422075,76873,1063975,599199,6510379,102248,1342016,1335096,895957,138480,105363,195295,6919,31361099,1311375,,
2022:Q2,pct80to99,72903592,21992747,19373894,2618853,50910844,6763827,1585944,1508122,1508122,0,581091,535827,45264,16527129,962125,1522293,5876209,8402851,6686304,494949,7670478,7650221,5615116,1482041,93744,459320,20256,65233114,24906749,,
2022:Q2,pct60to80,23457888,9995685,8373154,1622531,13462203,2123510,318212,296518,296518,0,133007,127130,5877,2265460,282107,567720,1379792,4447585,1330022,318271,4346558,4340552,3016141,1222581,51701,50128,6007,19111330,26210983,,
2022:Q2,pct40to60,14589830,6863271,5708605,1154666,7726559,1422556,174998,166856,166856,0,39069,27078,11990,1303346,175697,171634,541625,2341749,1123395,265633,2645928,2642243,1662382,890413,34991,54457,3686,11943901,26218081,,
2022:Q2,pct20to40,7754286,4074661,3343959,730702,3679626,930211,82792,90160,90160,0,1623,0,1623,361788,67384,68154,171208,1361104,359428,185772,1359756,1358326,728791,595090,27015,7431,1429,6394531,26209582,,
2022:Q2,pct00to20,5013440,2787554,2282653,504901,2225887,462215,47919,53999,53999,0,24468,22870,1598,626799,52173,12569,78291,221512,545851,100088,774445,773352,366068,365537,31748,9999,1093,4238996,26213072,,
2022:Q3,pct99to100,31527632,6256522,5474435,782087,25271110,2991586,482733,1058950,1058950,0,439891,428879,11012,11673760,409451,76837,1011796,580211,6442574,103322,1365609,1359031,916845,150904,105176,186106,6577,30162023,1313433,1197734,9555001528
2022:Q3,pct80to99,71327962,21249548,18569329,2680219,50078414,6654366,1644063,1740958,1740958,0,555732,510839,44893,15909286,976619,1487075,5670065,8268390,6668526,503334,7774675,7754069,5669052,1525944,99037,460036,20606,63553287,24950822,151328,1197734
2022:Q3,pct60to80,23033900,9894172,8235666,1658506,13139728,2103961,326047,359006,359006,0,127448,122221,5227,2111970,280468,540368,1291639,4340483,1334943,323395,4425390,4419403,3073787,1242496,53251,49869,5987,18608509,26258384,90796,151328
2022:Q3,pct40to60,14608079,6928871,5747861,1181009,7679208,1403671,181399,199430,199430,0,42234,30146,12088,1289908,177677,150692,503552,2305941,1152984,271720,2705733,2701976,1710608,898680,36155,56534,3757,11902346,26267101,54444,90796
2022:Q3,pct20to40,7764372,4056373,3310206,746168,3707998,924972,85497,100656,100656,0,3580,2502,1078,340054,64604,68498,163201,1399229,367744,189963,1379453,1378086,739580,603411,28222,6873,1367,6384919,26255828,31247,54417
2022:Q3,pct00to20,4940633,2702761,2184097,518663,2237872,460861,47603,76527,76527,0,23144,21621,1523,620190,52430,12220,80688,208120,554997,101094,791924,790815,377486,367971,33811,11547,1109,4148709,26260886,0,31166
2022:Q4,pct99to100,32190766,6208790,5418717,790072,25981977,2902869,522364,1310552,1310552,0,418622,407875,10747,12321680,415425,77192,1058254,569090,6280388,105541,1386358,1381038,929633,157613,108053,185739,5320,30804408,1316499,,
2022:Q4,pct80to99,71962091,20986609,18283691,2702918,50975482,6479068,1732065,2067507,2067507,0,533961,490131,43830,16601658,989431,1498430,5905554,8151337,6502435,514037,7790579,7770984,5724273,1559736,105232,381744,19594,64171512,25009069,,
2022:Q4,pct60to80,22999142,9659312,7986104,1673208,13339830,2068377,339322,468247,468247,0,120829,115780,5049,2226053,283752,545401,1374473,4279794,1303096,330484,4491567,4485742,3106557,1274945,55630,48610,5824,18507575,26319684,,
2022:Q4,pct40to60,14457749,6734061,5543750,1190311,7723689,1366150,188832,249413,249413,0,42958,31324,11634,1330680,179995,152969,535849,2284426,1114087,278329,2750511,2746677,1736468,916071,38937,55201,3835,11707238,26328420,,
2022:Q4,pct20to40,7709304,3967480,3213680,753800,3741824,910572,90571,115540,115540,0,5279,4389,890,355977,64909,69033,171400,1398638,365361,194543,1411539,1410203,748572,621212,31430,8989,1335,6297765,26317122,,
2022:Q4,pct00to20,4968380,2674051,2148898,525153,2294328,462554,48606,121583,121583,0,21596,20214,1382,636907,53575,12317,81036,203295,549341,103517,804749,803697,385922,364667,37013,16095,1053,4163630,26322191,,
2023:Q1,pct99to100,33274276,6208058,5411746,796312,27066217,2800578,610279,1546621,1546621,0,407483,396705,10779,13246329,424986,78507,1108855,574820,6160808,106952,1397949,1392161,941446,159574,104850,186290,5789,31876327,1320841,,
2023:Q1,pct80to99,73472964,20977649,18239280,2738369,52495314,6277280,1921618,2345496,2345496,0,523180,479220,43961,17584016,1009883,1550865,6161743,8220318,6380065,520849,7786159,7766124,5741042,1555509,97652,371920,20035,65686804,25091554,,
2023:Q1,pct60to80,23407115,9673153,7978373,1694780,13733962,2027753,367146,578552,578552,0,117407,112343,5064,2388767,288981,569926,1464979,4315774,1279703,334975,4483676,4477769,3108113,1268266,52800,48590,5906,18923440,26406491,,
2023:Q1,pct40to60,14601375,6757693,5551383,1206310,7843683,1322950,204423,297158,297158,0,43680,32013,11666,1387942,183696,165073,571136,2300258,1084912,282456,2762633,2758811,1751304,916828,35488,55192,3823,11838742,26415257,,
2023:Q1,pct20to40,7768470,3978187,3214889,763298,3790284,894165,101593,126561,126561,0,6331,5440,891,378613,65374,71521,180339,1404431,363949,197407,1417034,1415682,755701,623283,27381,9317,1352,6351436,26403921,,
2023:Q1,pct00to20,5053244,2678533,2145850,532684,2374710,464738,50481,172622,172622,0,20842,19457,1385,660232,55421,12771,81375,205606,545590,105033,808669,807592,394538,363262,33002,16790,1077,4244575,26409007,,
2023:Q2,pct99to100,34644542,6509684,5703684,806000,28134858,2746103,661539,1584797,1584797,0,408359,397669,10690,14104736,431262,79430,1156508,580831,6273203,108091,1410864,1405080,950651,164225,103673,186530,5784,33233678,1322127,,
2023:Q2,pct80to99,76034556,22117099,19347603,2769496,53917457,6169241,2029097,2388174,2388174,0,523871,480266,43606,18482914,1023168,1590328,6401069,8287908,6495346,526340,7848768,7828722,5776825,1573745,95145,383007,20046,68185788,25115980,,
2023:Q2,pct60to80,24155601,10088924,8374148,1714776,14066677,2005416,382495,597016,597016,0,117634,112629,5005,2539609,292334,588640,1552043,4350924,1301950,338615,4522274,4516364,3128974,1286744,51834,48812,5911,19633327,26432197,,
2023:Q2,pct40to60,14891294,6914296,5695061,1219235,7976998,1299836,213030,304947,304947,0,43534,32018,11516,1438985,186099,174501,605082,2314253,1110875,285856,2788370,2784543,1769371,925378,34364,55430,3827,12102924,26440971,,
2023:Q2,pct20to40,7968634,4140529,3366994,773535,3828105,885086,107893,128107,128107,0,6228,5398,830,399424,65617,73397,188812,1407485,366292,199763,1432914,1431561,762006,634431,26087,9037,1353,6535720,26429624,,
2023:Q2,pct00to20,5230272,2814319,2272752,541567,2415953,465499,51385,181578,181578,0,20853,19514,1339,680670,56670,13113,81432,208127,550345,106279,807016,805938,400863,357181,31710,16185,1078,4423256,26434716,,
2023:Q3,pct99to100,34032789,6576423,5771911,804512,27456366,2692361,714743,1607311,1607311,0,378532,367832,10700,13472257,428299,82191,1126108,571034,6274477,109054,1423786,1417650,960510,167191,103302,186647,6136,32609003,1321504,,
2023:Q3,pct80to99,75484075,22368450,19594556,2773895,53115624,6061645,2138041,2412319,2412319,0,493788,450144,43644,17822006,1016894,1714846,6248556,8179934,6496621,530975,7928591,7908259,5821968,1581898,94462,409931,20332,67555484,25104143,,
2023:Q3,pct60to80,24081409,10182260,8465268,1716992,13899149,1982150,397676,608187,608187,0,108565,103553,5012,2428491,290750,648292,1496344,4294822,1302172,341701,4561554,4555597,3158023,1296773,51558,49243,5957,19519855,26419740,,
2023:Q3,pct40to60,14869426,6948973,5727265,1221708,7920453,1276845,221549,309571,309571,0,44792,33257,11534,1401603,184964,204999,583365,2292639,1111342,288783,2812625,2808819,1791354,927514,34064,55886,3806,12056801,26428510,,
2023:Q3,pct20to40,7992661,4181089,3407158,773931,3811572,875532,114324,128912,128912,0,8589,7750,838,384112,65502,79324,183402,1403889,366198,201789,1445098,1443736,768944,640729,25754,8309,1362,6547563,26417168,,
2023:Q3,pct00to20,5248183,2845367,2303624,541743,2402816,465545,52163,187176,187176,0,18917,17571,1346,665742,56081,14197,81418,203975,550253,107350,803708,802614,407732,348891,31372,14619,1093,4444476,26422257,,
2023:Q4,pct99to100,35499156,6534494,5721490,813004,28964662,2715846,765892,1744935,1744935,0,389867,379229,10638,14839977,432516,79551,1219223,592696,6072742,111415,1437785,1431312,969176,171679,103743,186714,6474,34061371,1322177,,
2023:Q4,pct80to99,77462804,22218324,19439300,2779023,55244480,6108876,2242052,2556636,2556636,0,505111,461714,43397,19246055,1025805,1595656,6714316,8417776,6289846,542350,7981613,7960992,5857222,1601588,95279,406904,20621,69481191,25116919,,
2023:Q4,pct60to80,24565852,10120704,8398882,1721822,14445148,1992574,412062,677372,677372,0,111984,107013,4972,2668696,292994,591182,1668264,4418382,1262379,349257,4602558,4596551,3179214,1316238,51887,49213,6006,19963294,26433186,,
2023:Q4,pct40to60,15014213,6921294,5699084,1222210,8092920,1286932,229624,337935,337935,0,44255,32824,11432,1481608,186575,175794,650396,2339937,1063968,295894,2840360,2836570,1808979,937312,34423,55856,3790,12173853,26441960,,
2023:Q4,pct20to40,8024968,4146499,3368204,778295,3878469,879832,120477,133497,133497,0,7679,6882,797,417145,65658,73650,200013,1411272,362532,206713,1462772,1461400,774922,651925,26154,8399,1372,6562196,26430613,,
2023:Q4,pct00to20,5300161,2825192,2279107,546084,2474969,465672,52866,222407,222407,0,19622,18308,1314,697547,56925,13160,81274,213173,542370,109954,806377,805267,413712,344967,31777,14812,1110,4493784,26435704,,
2024:Q1,pct99to100,37167435,6806086,5982975,823111,30361349,2774183,780791,1717858,1717858,0,388530,377996,10534,16194718,441693,80568,1291179,596496,5982297,113035,1446025,1438794,975919,170362,104781,187732,7231,35721410,1326538,,
2024:Q1,pct80to99,80410738,23248386,20438243,2810143,57162353,6227580,2274338,2531589,2531589,0,503710,460729,42982,20657135,1045454,1634700,7074615,8465731,6197328,550172,8021512,8000212,5867260,1589129,96998,446825,21300,72389227,25199780,,
2024:Q1,pct60to80,25362950,10494336,8752561,1741775,14868615,2020151,416824,662839,662839,0,111510,106610,4899,2906631,298022,609294,1800758,4443443,1244722,354420,4588913,4582785,3179271,1300858,52609,50047,6128,20774037,26520389,,
2024:Q1,pct40to60,15311176,7058358,5823181,1235177,8252818,1312244,232292,332255,332255,0,44280,33035,11246,1560942,190131,184621,702054,2351650,1041694,300654,2846539,2842777,1816545,934315,35161,56756,3762,12464637,26529192,,
2024:Q1,pct20to40,8238181,4291276,3502879,788397,3946905,891332,122351,132942,132942,0,7816,7100,716,449873,66112,75501,212839,1416518,361608,210015,1462042,1460646,779069,647219,26951,7407,1396,6776139,26517807,,
2024:Q1,pct00to20,5450069,2947447,2392883,554564,2502622,466953,53194,214442,214442,0,19461,18207,1254,729101,58693,13497,81214,214661,539706,111701,814194,813047,418298,349488,32595,12666,1147,4635875,26522916,,
2024:Q2,pct99to100,37784904,7048379,6220902,827477,30736525,2731599,799360,1784426,1784426,0,383382,372979,10403,16476869,444405,81110,1311046,597924,6011962,114442,1456718,1449487,984169,172652,104290,188375,7231,36328186,1329318,,
2024:Q2,pct80to99,81834494,24171719,21344110,2827609,57662775,6144034,2313059,2600631,2600631,0,498274,455817,42457,20955612,1051393,1654825,7174689,8485424,6227876,556959,8089816,8068483,5907752,1598008,95768,466955,21332,73744678,25252578,,
2024:Q2,pct60to80,25831271,10824187,9071523,1752664,15007083,2003798,422323,696514,696514,0,109881,105068,4813,2956261,299583,618560,1836773,4453768,1250714,358908,4622689,4616550,3203766,1310129,52157,50497,6139,21208582,26575954,,
2024:Q2,pct40to60,15474148,7169818,5927035,1242782,8304330,1294345,235376,345997,345997,0,44363,33337,11026,1578208,191207,189085,716096,2356964,1047872,304817,2867512,2863741,1833905,937995,34597,57244,3771,12606636,26584776,,
2024:Q2,pct20to40,8385156,4421462,3627943,793519,3963694,884773,124625,135080,135080,0,8194,7567,627,456760,66305,76454,216363,1419543,362696,212901,1472416,1471017,785075,652740,26282,6920,1399,6912740,26573367,,
2024:Q2,pct00to20,5589266,3056629,2497932,558698,2532636,468182,53508,231719,231719,0,19055,17868,1187,736099,59180,13670,81278,215186,541530,113229,813437,812288,423433,345308,31935,11611,1149,4775829,26578486,,
2024:Q3,pct99to100,39595931,7023376,6191070,832306,32572556,2776679,849749,1871976,1871976,0,413213,402995,10218,17992562,447734,81823,1372793,601998,6047663,116365,1464090,1457678,991319,173634,104025,188700,6412,38131842,1331266,,
2024:Q3,pct80to99,84040208,24073433,21225842,2847591,59966775,6235025,2414473,2687287,2687287,0,527881,486169,41712,22514126,1058554,1683854,7481901,8532871,6264573,566230,8149709,8129035,5950680,1612134,95080,471141,20674,75890499,25289593,,
2024:Q3,pct60to80,26328845,10798132,9032995,1765137,15530714,2024209,436194,741942,741942,0,118888,114193,4695,3222131,301425,632194,1952335,4478482,1257859,365055,4661993,4655960,3231636,1321782,51907,50635,6033,21666852,26614908,,
2024:Q3,pct40to60,15682692,7171911,5920443,1251468,8510781,1313768,243164,364195,364195,0,42848,32121,10727,1663699,192503,195857,761153,2367347,1055681,310566,2893633,2889812,1851079,947056,34281,57396,3821,12789059,26623743,,
2024:Q3,pct20to40,8447559,4412407,3612979,799428,4035152,893222,130643,137462,137462,0,5738,5224,514,493063,66485,77832,227424,1422653,363745,216884,1482097,1480719,790545,657430,25905,6839,1378,6965462,26612318,,
2024:Q3,pct00to20,5647099,3047843,2484262,563580,2599257,468656,54136,255720,255720,0,20919,19818,1101,769525,59813,13922,80960,216861,543409,115336,824065,822953,427713,352245,31564,11431,1112,4823034,26617444,,
2024:Q4,pct99to100,39576450,6977241,6137553,839689,32599208,2850115,923879,1779209,1779209,0,312876,302835,10041,18058696,446022,81667,1372142,604045,6050309,120249,1444232,1438941,1002269,170368,76782,189522,5290,38132218,1333145,,
2024:Q4,pct80to99,84066785,23893398,21004051,2889347,60173387,6382540,2561470,2597773,2597773,0,424897,383895,41002,22587507,1055127,1674085,7479638,8558032,6267377,584941,8156942,8137180,5986600,1586701,55918,507961,19762,75909843,25325292,,
2024:Q4,pct60to80,26286753,10753107,8962428,1790678,15533646,2056598,455968,693172,693172,0,88433,83849,4584,3233820,300622,627276,1950192,4491617,1258471,377477,4637903,4632018,3250706,1295397,34538,51377,5885,21648850,26652479,,
2024:Q4,pct40to60,15731848,7176452,5906284,1270168,8555396,1345275,254272,344844,344844,0,46015,35568,10447,1668299,191885,193168,760318,2373285,1055797,322237,2886676,2882788,1870670,935958,17964,58195,3888,12845172,26661326,,
2024:Q4,pct20to40,8475101,4400918,3590009,810909,4074183,906568,139405,135177,135177,0,12991,12580,411,494730,66507,77364,227280,1425048,364146,224968,1461061,1459711,797826,646822,9151,5912,1350,7014040,26649884,,
2024:Q4,pct00to20,5608800,3033894,2460882,573011,2574906,468935,54923,229577,229577,0,14412,13391,1021,771483,59419,13836,81096,217677,543939,119610,813449,812387,435351,353629,13980,9428,1061,4795351,26655018,,
